order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1840422,206166,prior,11,5,19,7.0
2003595,16745,prior,11,6,16,1.0
4865,126455,prior,62,4,13,5.0
492082,141765,prior,30,1,19,4.0
392459,182277,prior,5,3,12,25.0
1846919,33807,prior,44,6,2,15.0
2423231,50358,prior,28,2,11,2.0
2309941,160366,prior,2,0,16,7.0
379503,175359,test,11,3,1,12.0
2633332,119465,prior,19,0,17,2.0
1502837,148720,prior,44,4,15,6.0
114745,22167,prior,14,1,12,5.0
644905,16174,prior,23,4,10,6.0
1487695,54259,prior,87,3,18,2.0
2379661,91276,prior,22,2,6,5.0
2479206,34722,prior,4,6,9,7.0
1870410,163783,prior,6,1,8,28.0
836424,142869,prior,8,4,10,0.0
1431384,19174,prior,25,1,17,6.0
2308183,114720,prior,37,2,21,8.0
3120230,21997,prior,4,0,21,5.0
1323143,109147,prior,2,1,15,11.0
2628034,190628,prior,16,1,7,10.0
55811,161435,prior,4,0,6,14.0
3204169,185695,prior,2,5,17,11.0
1547803,164820,prior,31,1,13,3.0
1395303,117182,prior,77,6,11,8.0
261531,81678,prior,49,0,15,5.0
1339370,43160,train,15,1,17,5.0
2217469,1433,prior,7,1,13,11.0
788214,156116,prior,95,4,12,3.0
2431553,144175,prior,1,5,15,
1155659,1424,prior,22,4,15,8.0
3013359,202076,prior,17,3,12,13.0
3237398,111830,prior,6,4,14,22.0
1989861,121588,train,26,4,14,17.0
294066,183622,prior,4,1,17,30.0
1433747,33838,prior,14,3,11,6.0
2347975,193485,prior,3,0,1,21.0
2639930,124623,prior,5,5,12,5.0
2625197,60947,prior,5,2,16,3.0
3156968,49865,train,7,5,21,30.0
1327228,109876,prior,11,5,8,13.0
2042059,205631,prior,52,0,12,7.0
1926471,172467,prior,62,3,13,1.0
950965,44228,prior,54,4,10,3.0
3132442,84060,prior,16,6,10,4.0
2070210,87740,prior,1,3,14,
2334831,203998,prior,10,0,14,7.0
3042852,10404,prior,4,4,13,30.0
1611539,164073,prior,44,3,17,2.0
2575414,33430,prior,1,5,15,
241580,139138,prior,19,1,11,11.0
1793704,169964,prior,8,4,8,7.0
114287,106382,prior,3,6,19,5.0
1025476,120547,prior,66,5,10,8.0
924200,77138,prior,69,1,7,7.0
566983,78039,prior,54,2,16,2.0
10637,48012,prior,8,6,20,21.0
1015891,96233,prior,7,1,12,15.0
3002363,135952,prior,1,0,7,
1384378,121667,prior,25,6,21,13.0
750196,60197,prior,29,5,17,7.0
846557,73192,prior,2,4,9,6.0
2212958,10130,prior,3,0,16,30.0
70989,205306,prior,8,6,18,7.0
590599,93050,prior,21,5,9,6.0
1222166,93389,train,4,4,12,30.0
1586188,199601,prior,41,6,10,5.0
1269088,200416,prior,53,1,15,1.0
1507552,10401,prior,8,6,17,24.0
548023,57177,prior,23,4,9,28.0
2074659,25285,prior,6,4,8,4.0
2276417,118223,prior,11,2,14,20.0
702815,45427,prior,10,4,17,21.0
1360142,108432,prior,2,0,22,18.0
3382666,205294,prior,13,2,11,30.0
1135933,31908,prior,7,3,14,5.0
1629034,175084,prior,2,1,15,30.0
2996078,6094,prior,66,1,10,6.0
1839110,121401,prior,7,2,15,14.0
1874562,3194,prior,40,0,21,4.0
747223,5461,prior,9,5,10,15.0
2041388,180074,prior,18,5,11,5.0
3413641,121073,prior,3,2,10,19.0
2341284,15374,prior,3,0,15,30.0
3012237,154109,train,9,3,11,1.0
2846653,111686,prior,24,2,11,8.0
1746743,73769,prior,9,6,11,8.0
954019,53649,prior,4,2,14,13.0
1591845,82112,prior,3,2,9,16.0
123179,18671,prior,5,2,18,10.0
970105,72410,prior,3,0,17,8.0
1869036,160238,prior,10,5,17,28.0
3409510,4705,prior,67,2,22,4.0
2307437,152548,prior,19,6,0,2.0
2472324,189686,prior,14,5,10,8.0
1187479,95296,prior,17,2,1,5.0
2363472,131808,prior,21,5,19,0.0
292289,194746,prior,7,0,14,17.0
921482,138783,prior,38,4,15,4.0
1675684,147374,prior,25,1,15,3.0
2462800,100413,prior,19,5,16,2.0
1702129,30449,prior,2,1,16,27.0
773501,32346,prior,3,6,13,11.0
2996008,56531,prior,3,2,18,30.0
836165,129114,prior,11,2,16,16.0
1880897,71738,prior,2,6,12,6.0
1433622,132901,prior,2,0,14,15.0
823953,117025,prior,5,0,14,3.0
1668566,26443,prior,11,0,12,16.0
2840301,114472,prior,2,1,5,30.0
2834970,83140,prior,29,1,16,4.0
1202525,100777,prior,12,2,13,12.0
1092546,102070,prior,5,4,8,6.0
2862122,92094,prior,5,4,14,30.0
462592,90038,prior,30,3,23,2.0
1541694,179759,train,4,3,18,30.0
1080380,127848,prior,30,0,14,10.0
811486,205197,prior,10,1,11,28.0
3410225,55705,prior,9,0,12,14.0
298387,44538,prior,9,1,15,28.0
684206,34839,prior,23,5,19,7.0
1717644,48252,prior,2,0,12,30.0
572472,95763,prior,24,6,12,8.0
324700,144429,train,7,1,10,9.0
3183530,182468,train,7,6,9,1.0
1699317,64955,test,32,6,16,11.0
439767,204413,prior,28,6,12,7.0
971245,147428,prior,8,2,13,7.0
1652322,84964,prior,1,1,13,
2698845,11204,prior,27,2,9,4.0
2565050,198472,prior,1,0,14,
1816612,47610,prior,18,5,8,22.0
263073,180305,prior,5,3,15,16.0
3138572,111654,prior,13,0,9,24.0
2974435,58702,prior,6,1,19,30.0
364653,94913,prior,14,4,9,14.0
2417260,65727,prior,7,2,13,10.0
447486,160515,train,5,6,15,2.0
2172520,27704,prior,50,5,17,11.0
2762773,116833,prior,31,0,11,21.0
1827514,152224,prior,8,3,19,5.0
312440,175256,prior,10,0,9,7.0
3168261,107914,prior,10,0,9,28.0
3285440,9051,prior,2,0,12,18.0
1971871,165393,prior,19,4,5,19.0
2031042,148352,prior,19,1,16,2.0
2575683,8639,prior,35,6,14,0.0
2435662,28200,prior,34,1,7,6.0
1734405,124718,prior,59,2,12,5.0
1797306,3007,prior,18,1,14,30.0
1893369,185608,prior,6,4,7,30.0
1315042,59506,prior,8,0,15,16.0
399038,162879,prior,13,1,17,29.0
2822088,165133,prior,3,1,14,15.0
489239,84382,prior,28,3,15,2.0
1536441,134508,prior,8,2,18,15.0
978019,16441,prior,5,0,15,30.0
1415972,140438,prior,2,2,11,11.0
1757395,179797,prior,13,2,17,7.0
404981,93551,prior,10,3,10,2.0
113934,80357,prior,5,5,10,2.0
2427834,167424,prior,1,1,10,
2012617,201182,prior,12,4,13,14.0
1599227,32207,prior,11,0,8,30.0
2537511,158734,prior,9,4,10,7.0
3352412,101094,prior,60,6,8,6.0
2238737,38359,prior,7,2,18,9.0
1170345,75842,prior,38,4,15,4.0
332092,116747,prior,4,5,19,11.0
2042543,69709,test,4,0,13,30.0
2078380,52553,prior,1,2,8,
1280633,14678,prior,8,4,12,15.0
625980,92057,prior,47,1,8,7.0
2441761,100948,prior,15,4,19,6.0
2417125,14726,prior,14,1,10,10.0
493301,125877,prior,35,1,15,11.0
1774701,45252,prior,4,1,14,7.0
1245181,196769,prior,9,2,20,10.0
1018309,46272,prior,67,6,11,3.0
2426862,189515,prior,7,6,11,12.0
2625893,181634,prior,46,0,15,1.0
2981513,174586,prior,11,3,15,8.0
548856,107679,prior,2,3,12,30.0
699860,68094,prior,13,0,12,7.0
2869874,140246,prior,1,6,13,
1876440,124807,prior,7,3,11,8.0
636935,205804,prior,64,1,9,3.0
3213380,44694,prior,12,5,16,5.0
1890083,39619,prior,12,1,10,9.0
202159,147830,train,15,5,6,7.0
1750050,188446,prior,58,1,15,5.0
2049755,104929,prior,4,6,12,28.0
361223,20975,prior,4,4,9,30.0
2078946,64205,prior,7,3,10,1.0
130641,118746,prior,4,3,20,3.0
2533668,152280,prior,7,5,9,15.0
3126284,193427,prior,1,1,15,
2405651,5557,prior,21,6,13,1.0
2065686,192512,prior,54,0,15,5.0
2313746,122950,prior,35,1,17,5.0
1977223,61410,prior,9,3,16,30.0
1702133,113272,prior,35,1,14,7.0
2084042,129049,prior,6,5,11,4.0
3017053,95404,prior,26,0,16,30.0
2344137,148018,prior,1,5,19,
3008979,11866,prior,18,3,12,8.0
2871389,176217,prior,4,3,15,2.0
3143371,153183,test,4,1,22,30.0
2222629,132529,prior,2,1,13,7.0
2047594,17022,prior,2,6,9,30.0
2376405,1722,prior,20,0,10,27.0
3274245,1983,prior,21,0,14,6.0
1842420,10458,prior,3,3,8,30.0
3163518,134340,prior,8,4,9,11.0
2447047,171734,prior,21,1,13,6.0
3011782,162534,prior,28,0,13,6.0
3032346,30711,prior,13,4,16,2.0
2283332,76642,prior,2,6,18,22.0
1190876,153963,prior,22,2,21,7.0
689415,64638,prior,14,0,17,5.0
2306235,25579,prior,2,4,4,4.0
1530128,86969,prior,5,0,16,22.0
2919287,98239,prior,6,6,13,5.0
1591118,7332,train,7,1,22,22.0
2881596,13053,prior,43,1,9,6.0
984965,92001,prior,6,1,10,23.0
1146894,49841,train,44,0,9,8.0
631524,102243,prior,8,2,18,16.0
2788024,151241,prior,1,5,9,
1551606,92643,prior,17,1,20,6.0
1834213,42575,prior,14,0,11,4.0
3277887,192318,prior,5,6,16,13.0
3084019,186636,test,9,2,17,4.0
2631379,70104,prior,28,0,11,14.0
3374277,94745,prior,19,6,21,15.0
3024841,62661,prior,8,6,16,30.0
3332051,53014,prior,1,3,11,
284876,1882,prior,7,3,10,30.0
1821729,82542,prior,46,5,8,7.0
3346260,32111,prior,3,5,11,15.0
252704,107428,prior,10,6,10,8.0
636965,84259,train,14,3,11,14.0
294939,200666,prior,3,6,10,6.0
3324843,181094,prior,8,0,9,1.0
2099287,36280,prior,9,6,20,4.0
1332854,118933,prior,3,0,14,19.0
2876426,167593,test,7,4,8,10.0
3089714,74285,prior,15,0,12,1.0
1185241,102958,prior,41,0,8,1.0
1179021,70922,prior,91,4,10,6.0
1456460,21759,prior,1,6,18,
2389567,67433,prior,87,5,15,1.0
1571690,65215,train,11,3,9,15.0
1484452,76920,prior,16,0,13,3.0
2422878,58586,prior,9,6,11,24.0
2077378,137221,prior,4,6,8,30.0
759276,148219,prior,7,6,9,16.0
932445,137868,prior,1,2,15,
1319784,77836,prior,10,0,17,8.0
2422153,147079,prior,10,5,12,4.0
1154919,91561,train,5,6,15,10.0
920662,130791,prior,20,0,16,30.0
1808911,170912,prior,16,6,10,18.0
3185565,64000,prior,10,0,6,8.0
733017,1759,prior,49,4,8,4.0
927714,41913,prior,7,5,10,30.0
961238,37398,prior,5,4,10,2.0
3351087,105964,test,9,5,11,30.0
3372365,95845,prior,23,3,15,5.0
158501,181986,prior,7,5,13,7.0
1847280,152379,prior,24,5,21,7.0
2507314,60521,train,10,3,15,4.0
3250372,28824,prior,12,4,13,7.0
2789519,15011,prior,17,3,7,5.0
2426127,105072,prior,15,4,17,14.0
2201983,43238,prior,11,0,11,7.0
2769345,66673,prior,60,4,9,2.0
1981879,153423,prior,5,1,10,3.0
1819355,159939,prior,12,6,16,12.0
2796162,200524,prior,7,4,10,3.0
1904569,195498,prior,6,4,23,17.0
133662,180237,prior,71,4,15,1.0
735454,55998,prior,55,2,14,2.0
1530460,188081,prior,3,2,14,8.0
2911460,42806,prior,7,2,18,30.0
2371857,173248,prior,1,6,9,
2240672,79747,prior,76,0,22,2.0
1506757,65311,prior,20,6,13,11.0
3275593,80628,prior,30,4,9,3.0
2452353,201471,prior,12,5,8,7.0
777065,119481,prior,5,5,19,30.0
3220036,117824,prior,4,0,17,3.0
381960,115825,prior,6,1,10,30.0
3095978,69049,prior,14,3,17,9.0
1009222,176745,prior,11,5,18,1.0
3278052,11159,prior,3,5,19,30.0
1063121,161568,prior,35,6,13,5.0
964370,147352,prior,9,1,10,5.0
2938562,196602,prior,5,3,9,17.0
1395980,10025,prior,3,1,9,7.0
149095,125372,prior,50,6,10,8.0
2154355,175901,test,8,5,9,30.0
1041736,53486,prior,12,3,17,11.0
107299,148799,prior,1,5,13,
615992,69671,prior,17,4,16,3.0
1678783,140815,prior,3,6,16,30.0
1580384,129561,prior,3,6,18,24.0
1081357,14776,prior,26,5,17,5.0
551871,41457,prior,63,0,9,8.0
570631,10393,prior,27,1,13,7.0
86822,192047,prior,30,0,11,7.0
622696,142583,prior,27,6,12,7.0
2950542,179460,prior,49,2,17,17.0
3079258,11962,prior,13,2,17,6.0
707660,52182,prior,12,0,15,8.0
117706,95179,test,7,6,13,7.0
3185939,138284,prior,79,0,16,1.0
2039155,132199,prior,12,3,13,2.0
750688,104835,prior,16,0,10,5.0
64884,27425,prior,9,0,12,6.0
3189540,62620,prior,3,5,22,30.0
2132060,152221,prior,5,5,15,30.0
522303,27362,prior,1,4,11,
3104069,204455,prior,35,4,11,3.0
3240630,59742,prior,52,0,10,2.0
1477412,63561,prior,4,1,14,30.0
1266214,27903,prior,1,0,8,
2682432,27063,prior,17,0,16,16.0
2287334,93508,prior,16,3,10,6.0
2109040,43827,prior,4,3,20,13.0
3304208,147078,prior,10,1,11,5.0
2635335,149747,prior,49,1,15,7.0
1383134,13434,prior,9,2,11,6.0
385068,7427,prior,5,6,10,8.0
2085142,74197,prior,30,4,14,9.0
2335384,187785,prior,9,2,17,8.0
135762,150013,prior,28,4,12,9.0
1551955,102237,train,31,3,13,4.0
2009422,157982,prior,7,4,1,3.0
2340658,73650,prior,20,0,20,6.0
2448978,94275,prior,21,0,17,1.0
3037615,105681,prior,7,5,21,7.0
454209,92738,prior,31,6,18,27.0
589035,156964,prior,37,2,20,2.0
3068067,199023,prior,35,6,16,11.0
1917600,209,prior,10,2,12,18.0
2234602,173464,prior,1,3,2,
228931,198865,prior,20,6,20,3.0
3168250,67898,prior,3,1,9,12.0
824232,25872,train,44,4,19,5.0
1211709,167309,prior,17,1,10,15.0
475041,43819,prior,42,6,10,4.0
1817079,68243,prior,46,6,14,6.0
3108677,102040,train,12,3,12,22.0
1815928,137794,prior,7,1,7,6.0
1353230,8914,prior,25,1,12,10.0
1943804,110808,prior,22,4,19,7.0
2416203,153069,prior,13,6,18,6.0
2426735,11223,prior,15,5,16,6.0
2250992,32870,prior,44,2,9,8.0
2426796,135160,prior,5,2,13,7.0
798540,84871,prior,13,6,18,1.0
1827119,141174,prior,10,5,13,7.0
997862,110505,prior,10,6,11,7.0
3304292,18843,prior,29,2,13,21.0
2664085,15212,prior,21,4,22,12.0
2878899,117796,prior,5,6,6,30.0
2052512,38336,prior,9,5,8,9.0
22229,143674,prior,11,1,8,6.0
507850,71135,prior,7,6,14,9.0
131679,5802,prior,50,0,10,4.0
2616220,144839,prior,9,3,17,30.0
2904211,161809,prior,38,5,14,4.0
1765491,117213,prior,10,3,18,10.0
617712,78604,test,4,1,17,30.0
3215512,193765,prior,2,1,16,5.0
2354690,201685,prior,24,6,13,9.0
1177984,178989,prior,11,2,11,6.0
264165,85876,prior,17,1,7,18.0
1555000,46593,prior,6,0,19,1.0
1431440,78848,prior,8,1,22,23.0
1565455,201618,prior,23,0,9,30.0
257286,63890,prior,7,6,9,15.0
1644370,24340,prior,20,4,14,1.0
1330576,46633,prior,3,1,13,30.0
3010601,59585,prior,40,0,12,3.0
2002604,75435,prior,3,5,22,10.0
1902516,205831,prior,41,1,15,4.0
2335433,100978,prior,11,4,22,22.0
1160449,126847,prior,17,4,20,2.0
1615191,147802,prior,33,2,10,7.0
1452816,2533,prior,3,6,8,8.0
254206,139828,prior,34,3,21,0.0
1354906,200592,train,4,1,11,16.0
1380726,14872,prior,6,4,18,30.0
618259,143811,prior,16,1,12,3.0
1199426,168382,prior,6,5,14,30.0
1636018,17862,prior,7,0,10,2.0
856298,156916,prior,12,5,15,9.0
878886,165042,prior,3,0,19,3.0
2059361,118714,prior,3,4,10,30.0
1212787,199378,prior,7,5,12,19.0
252264,69171,prior,8,2,14,12.0
2728445,203407,prior,61,1,11,7.0
707583,171400,prior,7,4,12,2.0
2255935,74423,train,4,6,14,21.0
243761,43995,prior,20,2,14,7.0
288329,82166,prior,12,0,20,8.0
1903104,117341,prior,3,6,20,14.0
2519018,154923,train,14,1,16,3.0
2168107,139719,test,13,2,9,6.0
823131,65011,prior,1,3,9,
1379683,53107,prior,12,5,18,8.0
2401874,61632,prior,11,5,0,30.0
977453,1466,prior,3,5,14,7.0
2327298,13649,prior,20,6,19,21.0
2782553,199619,prior,2,3,15,3.0
890138,58076,prior,14,1,9,7.0
831899,158796,prior,22,5,15,8.0
1823563,101125,prior,10,0,10,3.0
1688337,173092,prior,12,5,15,4.0
2998866,87551,prior,4,3,11,21.0
1284563,187424,prior,5,0,11,30.0
2406632,126515,prior,31,2,9,6.0
747776,174431,prior,3,3,8,13.0
1101157,186038,prior,7,0,19,7.0
467518,204463,prior,43,1,9,7.0
1295860,144897,prior,22,1,9,10.0
205145,98939,train,4,3,17,30.0
1005079,179524,prior,2,4,17,17.0
2214273,79959,prior,18,4,12,3.0
1090033,86461,prior,19,1,13,4.0
2126666,54249,prior,2,0,16,18.0
1728163,38636,train,7,0,20,21.0
2791688,117259,prior,2,1,12,28.0
247349,23125,prior,3,5,16,30.0
1546435,118259,prior,2,4,11,30.0
1692043,3011,prior,69,4,14,2.0
1429269,118625,prior,19,5,15,9.0
1221306,78211,train,14,1,9,7.0
1504256,25035,prior,3,5,14,3.0
2929212,69518,prior,34,1,7,4.0
875254,77384,prior,13,4,17,23.0
83131,59041,test,49,4,13,9.0
1384186,6808,prior,24,2,17,2.0
2038438,160703,test,15,6,14,22.0
1055676,140975,prior,22,1,10,5.0
2837149,124351,prior,3,6,10,4.0
2644954,164839,prior,26,0,22,5.0
3323364,189916,prior,13,3,16,4.0
1212846,2166,prior,26,0,13,16.0
1856418,199208,prior,12,5,8,11.0
2860195,83926,prior,23,0,13,6.0
419992,17142,prior,4,1,15,6.0
708076,65320,prior,44,4,10,3.0
3381962,63298,prior,44,3,18,1.0
2716035,73468,prior,1,5,9,
1116715,44967,prior,21,3,9,9.0
1120730,113521,prior,18,1,15,19.0
1619877,67716,prior,2,4,8,2.0
1885753,204106,prior,12,5,11,12.0
1071264,204612,prior,22,2,16,11.0
1483970,2336,prior,18,0,18,8.0
885722,70547,prior,34,1,12,2.0
549830,5806,prior,1,5,19,
1115885,78213,prior,48,5,10,3.0
2075502,125037,prior,15,4,8,2.0
1935946,120039,prior,58,3,12,1.0
1453395,74003,prior,23,1,12,0.0
728331,155209,prior,67,2,18,1.0
1063680,112002,prior,15,2,10,14.0
127043,58149,prior,5,6,9,23.0
1135852,205295,prior,3,5,7,10.0
928792,200594,prior,6,5,8,13.0
415204,73138,prior,9,0,15,4.0
1283161,52634,prior,1,0,18,
1423923,165302,prior,26,1,10,6.0
1063771,122095,prior,16,1,9,19.0
3195131,96314,prior,18,5,18,14.0
2965171,55348,prior,1,1,16,
89149,174003,prior,27,3,10,5.0
2219354,53684,prior,95,3,8,2.0
1822748,41244,prior,8,0,17,30.0
2559005,137891,prior,27,2,11,9.0
549319,74831,prior,3,5,18,23.0
264973,164462,prior,4,0,15,9.0
1356187,132261,train,14,2,12,30.0
1048235,187731,prior,41,0,10,6.0
930651,96846,prior,7,1,10,21.0
636687,61652,prior,11,4,22,6.0
1002041,40968,prior,38,2,1,8.0
2242066,62804,prior,2,4,17,25.0
856527,16597,prior,10,3,13,12.0
1733414,23174,prior,13,6,8,28.0
1171377,137121,prior,7,0,17,5.0
2657500,61104,prior,5,2,9,11.0
1506876,163899,prior,37,4,15,4.0
2931017,6793,prior,6,2,10,8.0
2577644,159152,prior,12,2,17,1.0
2752767,204793,prior,1,4,14,
2713830,94616,prior,17,0,9,3.0
1742545,35654,prior,4,0,14,5.0
1592196,5698,prior,11,6,20,14.0
2711148,204427,prior,1,1,12,
3061660,152144,prior,43,4,8,3.0
2496843,155852,prior,10,5,11,11.0
1817950,2489,prior,21,3,17,3.0
1217003,85138,prior,8,0,9,19.0
2698714,126239,prior,7,5,12,14.0
2384507,197501,prior,37,1,13,9.0
867561,50,prior,34,0,22,2.0
972121,16292,prior,3,4,14,9.0
2521667,73719,prior,36,2,7,2.0
1907308,149468,prior,8,4,15,3.0
1132543,6545,prior,19,3,8,5.0
3294221,197109,prior,3,4,11,30.0
290813,45936,prior,70,1,13,3.0
303603,198053,prior,27,6,21,6.0
1993096,101254,prior,3,3,13,5.0
347514,90944,prior,6,1,15,17.0
1706992,191557,prior,14,2,22,15.0
76186,22466,prior,28,1,10,4.0
3299796,11044,prior,19,0,17,6.0
1982693,66046,prior,54,2,18,3.0
2905161,53931,prior,2,1,15,8.0
1795992,32394,prior,20,6,17,5.0
1037472,13210,prior,1,5,18,
770722,118068,prior,33,1,17,1.0
325820,188861,prior,8,4,13,30.0
238163,149199,prior,24,3,13,11.0
2643242,40442,prior,6,0,9,23.0
2838520,120075,prior,5,0,17,30.0
2027269,165813,prior,37,4,12,0.0
1963923,13427,prior,16,2,19,1.0
685611,180630,prior,11,1,16,18.0
2115485,88965,prior,5,6,19,2.0
834009,97122,prior,22,4,20,3.0
1454167,180278,train,6,5,12,30.0
1692890,159421,train,34,2,17,7.0
624974,117757,prior,4,5,16,11.0
2014973,9441,prior,31,0,16,17.0
2923205,139082,prior,14,0,7,7.0
2555886,24796,prior,44,6,17,0.0
712904,75090,prior,14,4,16,10.0
1136111,5331,prior,10,5,10,30.0
98147,60516,prior,12,0,18,27.0
1276822,19356,prior,36,1,18,2.0
2566958,46187,prior,41,2,10,0.0
267754,59366,prior,14,5,12,10.0
3242789,147980,prior,6,5,12,8.0
1357934,205775,prior,12,1,8,15.0
675054,66362,prior,26,0,17,20.0
2977239,83076,test,5,4,10,7.0
661069,65224,prior,4,5,10,2.0
1889206,35723,prior,19,0,18,4.0
945389,185308,prior,3,4,19,7.0
1229930,101161,prior,13,5,21,12.0
1333832,81158,prior,9,0,13,19.0
2566989,143114,prior,10,1,10,25.0
3077643,65240,prior,8,0,19,4.0
3219593,113257,prior,2,0,16,30.0
2979999,109088,prior,10,1,12,8.0
268929,127902,prior,27,4,9,2.0
625446,100309,prior,2,3,9,30.0
1488554,193309,prior,18,2,10,3.0
1971114,51550,prior,4,3,15,12.0
915635,50570,prior,7,6,13,5.0
347344,49726,prior,2,6,13,0.0
1060216,201842,prior,65,4,20,1.0
2456240,180723,prior,12,1,12,14.0
1988167,70514,prior,25,4,7,9.0
522519,93986,prior,3,6,14,21.0
2487536,78913,prior,22,6,9,8.0
1518371,79089,prior,22,5,20,7.0
3045994,123461,prior,11,3,12,5.0
208383,82516,prior,60,0,22,7.0
861802,91289,prior,41,5,12,3.0
1944797,135024,prior,34,1,20,4.0
2222744,41556,prior,7,4,16,3.0
2042444,61023,prior,16,5,13,2.0
1464042,146409,prior,13,5,11,3.0
1035359,71198,prior,21,4,17,22.0
544653,145425,prior,12,0,14,30.0
1387609,148554,prior,12,3,13,13.0
2771332,19838,prior,5,5,17,10.0
1682821,151853,prior,7,6,9,27.0
1981802,10056,prior,2,3,10,19.0
3108873,24666,train,8,0,9,30.0
2256729,54418,prior,21,5,18,1.0
1577757,119943,train,6,0,13,5.0
1006830,109183,prior,2,1,21,25.0
438561,205178,prior,8,1,19,26.0
39394,93513,prior,5,2,8,15.0
2479506,27754,prior,29,2,12,15.0
860772,200840,prior,26,2,14,12.0
2943168,163789,prior,89,0,0,4.0
2274981,151006,prior,36,5,14,4.0
3118890,188962,train,4,0,21,30.0
473393,183282,prior,11,1,13,6.0
2246117,107205,prior,3,1,13,6.0
3016877,116923,prior,5,6,14,4.0
2879459,176261,prior,79,4,11,0.0
2485660,117319,prior,2,0,12,4.0
2349708,24923,prior,3,1,8,30.0
1003114,68344,prior,4,4,10,30.0
784116,192512,prior,33,5,11,5.0
1044677,104715,prior,10,1,7,19.0
560120,140665,prior,88,5,11,3.0
2936636,107329,prior,4,6,22,1.0
2152676,34637,prior,10,3,16,16.0
1176163,155933,prior,26,6,12,2.0
1141697,53334,prior,4,2,11,10.0
1800306,25679,prior,9,6,14,7.0
288076,204613,prior,11,2,16,8.0
320656,195040,prior,11,5,9,2.0
3170630,197702,prior,7,1,9,30.0
959577,106554,prior,15,6,17,20.0
1556655,91806,prior,75,0,15,0.0
1915826,133785,prior,1,3,18,
657187,188657,prior,21,0,16,3.0
2582320,150784,prior,14,5,20,1.0
2541780,178612,prior,67,3,20,2.0
1624561,21464,prior,11,5,6,7.0
2550436,183535,train,12,3,17,30.0
2866690,124007,prior,4,6,15,20.0
1757967,150691,prior,29,6,17,6.0
2234870,114787,prior,21,6,10,30.0
2789187,71043,prior,18,6,8,7.0
2023418,101463,prior,58,2,18,2.0
3071102,108047,prior,60,6,12,2.0
1831762,58552,prior,9,6,18,30.0
3127116,136632,prior,20,4,18,8.0
854442,54314,prior,17,1,11,6.0
1000670,5870,prior,14,3,22,23.0
1620846,442,prior,7,0,14,9.0
1258097,122741,test,11,3,21,22.0
2691847,88930,prior,49,0,17,7.0
777564,181190,prior,10,5,19,6.0
3367366,184630,train,9,4,0,8.0
1795078,184790,prior,19,4,10,4.0
2875032,82918,prior,12,2,14,14.0
1924567,92013,prior,1,1,14,
858455,183451,prior,4,0,14,7.0
2383112,99299,prior,41,1,11,4.0
3148214,137730,prior,12,3,15,10.0
2101709,169903,prior,1,2,19,
1805031,107989,prior,3,5,10,4.0
1376660,128380,prior,11,2,21,8.0
1634256,199561,prior,7,4,17,25.0
2435593,100018,prior,2,0,18,12.0
2930653,93505,prior,36,2,18,8.0
3021866,3474,train,10,1,13,30.0
1802020,13044,prior,11,6,12,1.0
3325803,56274,prior,34,2,20,6.0
34231,57883,prior,12,4,8,30.0
621054,186141,prior,3,3,22,8.0
2915092,170977,prior,10,0,12,7.0
1650475,146790,prior,17,5,14,10.0
3411618,150240,train,4,4,14,30.0
1596368,169777,prior,10,2,10,30.0
251996,725,train,10,5,11,20.0
2541330,72717,prior,11,0,21,5.0
1578939,130359,prior,21,6,10,0.0
3223667,22731,prior,9,3,14,12.0
1138139,141566,prior,2,1,23,8.0
604347,15299,prior,4,4,12,12.0
2016661,11908,prior,6,4,7,10.0
1756594,116886,prior,3,0,16,3.0
1596793,95339,prior,6,6,10,30.0
774112,39421,prior,12,5,10,8.0
1526462,16190,prior,22,4,16,6.0
1213436,120566,prior,7,3,20,24.0
1283841,145628,prior,25,4,18,1.0
1615496,128302,prior,5,0,14,21.0
1694232,108769,prior,5,1,12,7.0
475660,94654,prior,4,2,10,22.0
164264,5220,prior,19,3,10,21.0
1693271,39121,prior,19,5,12,6.0
1633647,119195,prior,13,6,11,7.0
2117035,69045,prior,12,6,20,30.0
2095895,61085,prior,31,1,8,7.0
2983443,37383,prior,2,0,14,30.0
3178849,84025,prior,25,3,11,3.0
749304,153501,prior,2,6,18,2.0
335742,204492,test,9,5,8,30.0
3404407,177508,prior,4,5,9,15.0
2444948,44979,prior,18,1,5,6.0
2876346,154426,prior,4,0,14,21.0
2836719,55555,prior,4,2,15,6.0
1251233,69713,prior,11,1,0,22.0
2681031,172287,prior,60,4,17,3.0
1717654,169118,prior,21,3,17,6.0
2048627,72084,prior,1,2,13,
2628383,81858,prior,2,6,17,30.0
828416,18255,prior,4,5,13,11.0
1847576,179619,prior,2,3,0,30.0
1870625,126272,prior,52,5,9,1.0
2859941,165464,prior,10,0,15,30.0
867138,67060,prior,21,0,15,6.0
385916,162310,prior,14,1,12,2.0
378814,205894,prior,3,4,12,3.0
3386670,18190,prior,17,1,12,5.0
1899879,115065,prior,12,0,13,7.0
1846959,167589,prior,49,2,18,7.0
519080,81970,prior,32,0,7,8.0
2797192,9119,prior,33,0,9,8.0
1275606,86798,prior,48,1,9,6.0
2815282,117172,test,8,5,23,30.0
1247737,5638,prior,3,0,15,30.0
1446111,174290,prior,26,0,8,12.0
1240572,81204,prior,4,6,17,19.0
3238065,125695,prior,36,0,12,7.0
2017164,140832,prior,1,0,14,
